submission_id,preferred_abc,preferred_a_or_d,preferred_overall
pLP261,Coffee A,Coffee A,Coffee A
vNx9Vg,Coffee B,Coffee A,Coffee B
vNx9K8,Coffee B,Coffee D,Coffee B
qbElBG,Coffee C,Coffee D,Coffee D
7d9kj6,Coffee C,Coffee D,Coffee D
KMBjkK,Coffee A,Coffee D,Coffee D
vNx9z8,Coffee B,Coffee A,Coffee B
zKQ6Ja,Coffee B,Coffee A,Coffee D
AlbXOy,Coffee A,Coffee D,Coffee C
PABqr0,Coffee B,Coffee D,Coffee B
dY2yXr,Coffee C,Coffee D,Coffee D
jB9VrQ,Coffee C,Coffee D,Coffee C
GrBPq2,Coffee A,Coffee A,Coffee A
7d9k52,Coffee B,Coffee D,Coffee B
0EjW5A,Coffee C,Coffee A,Coffee C
KMBjGK,Coffee A,Coffee A,Coffee A
vNx9gX,Coffee C,Coffee D,Coffee C
bl4J4o,Coffee B,Coffee D,Coffee B
24x6Rb,Coffee C,Coffee D,Coffee C
dY2ygD,Coffee B,Coffee D,Coffee D
ylqar8,Coffee C,Coffee D,Coffee C
DVvG9l,Coffee C,Coffee D,Coffee C
RzB92v,Coffee B,Coffee D,Coffee B
jB9V7x,Coffee B,Coffee A,Coffee B
EPbO6L,Coffee C,Coffee D,Coffee C
jB9VB4,Coffee C,Coffee D,Coffee D
xdNWv9,Coffee A,Coffee D,Coffee D
5dqApP,Coffee A,Coffee A,Coffee A
LdM2k2,Coffee A,Coffee D,Coffee D
vNx9Lv,Coffee B,Coffee D,Coffee D
zKQ64k,Coffee A,Coffee D,Coffee D
5dqAko,Coffee C,Coffee D,Coffee C
pLP2zE,Coffee A,Coffee D,Coffee D
NABZQp,Coffee B,Coffee D,Coffee B
lNlE5V,Coffee A,Coffee D,Coffee D
VZ16Nl,Coffee B,Coffee D,Coffee D
0EjWyA,Coffee C,Coffee D,Coffee C
EPbOel,Coffee A,Coffee A,Coffee A
OABNKa,Coffee A,Coffee A,Coffee A
8dplAA,Coffee B,Coffee A,Coffee B
oAVjpN,Coffee B,Coffee D,Coffee D
1r2agg,Coffee C,Coffee D,Coffee C
EPbOgA,Coffee A,Coffee D,Coffee D
lNlEZX,Coffee A,Coffee A,Coffee A
5dqAgN,Coffee A,Coffee D,Coffee D
RzB9z9,Coffee C,Coffee A,Coffee C
5dqADQ,Coffee A,Coffee A,Coffee A
24x6ze,Coffee C,Coffee D,Coffee C
jB9V21,Coffee C,Coffee D,Coffee C
0EjWGP,Coffee A,Coffee D,Coffee D
aBrMxB,Coffee C,Coffee D,Coffee D
KMBjAg,Coffee A,Coffee D,Coffee D
AlbXGl,Coffee B,Coffee D,Coffee D
9dJKR1,Coffee B,Coffee D,Coffee D
LdM2E1,Coffee A,Coffee A,Coffee A
6dQBzA,Coffee A,Coffee D,Coffee D
dY2yKz,Coffee A,Coffee A,Coffee A
MAdxdX,Coffee B,Coffee A,Coffee B
6dQByN,Coffee B,Coffee A,Coffee B
dY2y1V,Coffee C,Coffee D,Coffee C
42NbAb,Coffee B,Coffee A,Coffee B
rlrZlN,Coffee A,Coffee A,Coffee A
VZ16xN,Coffee B,Coffee D,Coffee D
OABNdK,Coffee A,Coffee A,Coffee A
VZ16oa,Coffee B,Coffee A,Coffee B
zKQ6zR,Coffee A,Coffee A,Coffee A
NABZJQ,Coffee A,Coffee A,Coffee A
lNlE8N,,,
PABqqe,,,
ylqa8X,Coffee A,Coffee A,Coffee A
KMBj2X,Coffee A,Coffee A,Coffee A
KMBjbA,,,
kYRP2R,Coffee B,Coffee D,Coffee D
jB9VRa,Coffee C,Coffee D,Coffee D
aBrMLB,Coffee A,Coffee A,Coffee A
YZzAAJ,Coffee B,Coffee A,Coffee B
VZ16Ra,,,
DVvGGZ,,,
GrBPVL,Coffee C,Coffee D,Coffee D
9dJK05,Coffee C,Coffee D,Coffee C
24x6G9,Coffee A,Coffee A,Coffee A
rlrZQ2,Coffee B,Coffee A,Coffee B
YZzA1B,Coffee A,Coffee A,Coffee A
xdNW7d,Coffee B,Coffee D,Coffee D
ylqaBg,Coffee A,Coffee A,Coffee A
jB9V84,Coffee A,Coffee A,Coffee A
vNx95D,Coffee A,Coffee A,Coffee A
LdM22p,Coffee A,Coffee D,Coffee D
NABZ2j,Coffee A,Coffee A,Coffee A
RzB9yj,Coffee B,Coffee A,Coffee B
qbElqg,Coffee A,Coffee A,Coffee A
GrBPPk,Coffee B,Coffee A,Coffee B
DVvGQq,Coffee A,Coffee D,Coffee C
EPbOpX,Coffee A,Coffee A,Coffee A
6dQBgk,Coffee A,Coffee A,Coffee A
VZ16Wy,Coffee C,Coffee D,Coffee C
GrBP8o,Coffee A,Coffee A,Coffee A
MAdxWM,Coffee A,Coffee A,Coffee A
J2k4Po,Coffee A,Coffee D,Coffee D
GrBP2o,Coffee C,Coffee D,Coffee B
1r2a1W,Coffee A,Coffee D,Coffee D
AlbXXz,Coffee C,Coffee D,Coffee D
lNlExk,Coffee B,Coffee D,Coffee B
EPbRko,Coffee B,Coffee A,Coffee B
g5NoBl,Coffee A,Coffee D,Coffee D
LdM2A1,Coffee C,Coffee D,Coffee C
24x6QL,Coffee A,Coffee D,Coffee C
bl4pZ2,Coffee C,Coffee D,Coffee D
oAVj4V,Coffee A,Coffee D,Coffee D
QABQ6p,Coffee A,Coffee D,Coffee D
XeBbbY,Coffee C,Coffee D,Coffee D
KMBjKV,Coffee B,Coffee A,Coffee B
24x62j,Coffee A,Coffee A,Coffee A
oAVjrV,Coffee C,Coffee A,Coffee C
aBrMWv,Coffee A,Coffee A,Coffee A
9dJK8Q,Coffee B,Coffee D,Coffee B
rlrZZR,Coffee B,Coffee A,Coffee B
pLP2pB,Coffee C,Coffee A,Coffee C
24x6qV,Coffee A,Coffee D,Coffee D
EPbRKq,Coffee B,Coffee A,Coffee B
KMBEYM,Coffee B,Coffee D,Coffee B
qbElrG,Coffee A,Coffee A,Coffee A
1r2aol,Coffee C,Coffee A,Coffee C
RzB9XJ,Coffee C,Coffee D,Coffee C
rlrZ8R,Coffee A,Coffee A,Coffee A
5dq7BM,Coffee C,Coffee D,Coffee D
5dq7KM,Coffee B,Coffee A,Coffee B
oAVP61,Coffee B,Coffee D,Coffee D
1r2ajQ,Coffee A,Coffee D,Coffee D
5dq7bP,Coffee B,Coffee A,Coffee B
DVv8kp,,,
BGbRPN,Coffee A,Coffee A,Coffee A
YZzABW,Coffee B,Coffee D,Coffee B
zKQ6pq,Coffee A,Coffee A,Coffee A
zKQ9E8,Coffee A,Coffee D,Coffee D
vNxZPX,Coffee A,Coffee D,Coffee C
EPbRzo,Coffee A,Coffee A,Coffee A
9dJkGG,Coffee A,Coffee D,Coffee D
dY2yyK,Coffee C,Coffee D,Coffee C
42N6r5,Coffee B,Coffee D,Coffee D
eBxXOl,Coffee C,Coffee D,Coffee D
7d9krR,Coffee C,Coffee A,Coffee C
PABxD0,Coffee B,Coffee A,Coffee A
24x6qp,Coffee B,Coffee D,Coffee B
ZdR7OA,Coffee A,Coffee A,Coffee A
pLPEBP,Coffee A,Coffee D,Coffee D
YZzA85,Coffee A,Coffee A,Coffee A
AlbgPB,Coffee C,Coffee A,Coffee C
GrBPEL,Coffee C,Coffee A,Coffee C
OABNO7,Coffee B,Coffee A,Coffee B
dY2M0N,Coffee C,Coffee D,Coffee C
oAVP25,Coffee A,Coffee A,Coffee A
VZ1eGE,Coffee A,Coffee D,Coffee D
jB9RlY,Coffee A,Coffee D,Coffee D
6dQBXB,Coffee A,Coffee D,Coffee D
rlrZzv,Coffee C,Coffee A,Coffee C
J2kPqY,Coffee B,Coffee D,Coffee A
EPbOGB,Coffee C,Coffee D,Coffee C
eBxJ5E,Coffee C,Coffee A,Coffee C
ylqQJ6,Coffee A,Coffee A,Coffee A
QABZ2g,Coffee B,Coffee A,Coffee B
EPbRPl,Coffee B,Coffee D,Coffee B
bl4JPg,Coffee C,Coffee D,Coffee C
vNxZGA,Coffee A,Coffee D,Coffee D
YZz6ZN,Coffee C,Coffee D,Coffee C
0Ej9d0,Coffee B,Coffee D,Coffee B
AlbgBo,Coffee B,Coffee A,Coffee B
0Ej9BQ,Coffee C,Coffee A,Coffee C
1r2eXO,Coffee C,Coffee A,Coffee C
VZ16WM,Coffee A,Coffee A,Coffee A
vNx9oQ,Coffee A,Coffee A,Coffee A
GrBGvj,Coffee C,Coffee A,Coffee C
g5Nl9M,Coffee B,Coffee A,Coffee B
qbEl89,Coffee B,Coffee D,Coffee B
9dJkdE,Coffee B,Coffee D,Coffee B
VZ162v,Coffee B,Coffee D,Coffee B
bl4pVe,Coffee C,Coffee D,Coffee C
lNlG7v,Coffee A,Coffee D,Coffee D
aBrM8q,Coffee B,Coffee D,Coffee B
RzBNoP,Coffee A,Coffee D,Coffee D
EPbRQ2,Coffee B,Coffee D,Coffee D
ZdR7dV,Coffee A,Coffee D,Coffee D
8dpBdl,Coffee A,Coffee A,Coffee A
xdNqrJ,Coffee C,Coffee D,Coffee C
GrBGlQ,Coffee A,Coffee D,Coffee D
ZdRB40,Coffee B,Coffee D,Coffee D
7d9AW2,Coffee A,Coffee A,Coffee A
PABqMQ,Coffee B,Coffee D,Coffee B
jB9RGa,Coffee B,Coffee D,Coffee B
0Ej9V0,Coffee A,Coffee D,Coffee D
g5Nl5P,Coffee A,Coffee D,Coffee D
Albgdl,Coffee B,Coffee A,Coffee B
42N6Ak,Coffee A,,Coffee D
zKQ9ME,Coffee B,Coffee A,Coffee B
DVv85N,Coffee B,Coffee D,Coffee B
VZ1e8M,Coffee B,Coffee A,Coffee B
aBrLEb,Coffee B,Coffee A,Coffee B
24x6Wj,Coffee B,Coffee A,Coffee B
pLPEL1,Coffee C,Coffee A,Coffee C
qbErYG,Coffee C,Coffee A,Coffee C
6dQlWP,Coffee A,Coffee D,Coffee D
OAB2Aa,Coffee A,Coffee D,Coffee D
OAB2b7,Coffee A,Coffee D,Coffee D
vNxZMd,Coffee A,Coffee D,Coffee D
eBxXVe,Coffee A,Coffee D,Coffee D
DVvG6Z,Coffee C,Coffee D,Coffee D
QABQqX,Coffee B,Coffee A,Coffee B
ZdR7Dy,Coffee C,Coffee D,Coffee C
GrBGXp,Coffee C,Coffee A,Coffee C
rlr4PX,Coffee C,Coffee D,Coffee D
LdMr0l,Coffee B,Coffee D,Coffee B
eBxJ00,Coffee C,Coffee D,Coffee D
zKQ90R,Coffee A,Coffee A,Coffee A
J2kPVo,Coffee A,Coffee A,Coffee A
42N6jr,Coffee B,Coffee D,Coffee D
qbErd5,Coffee B,Coffee D,Coffee B
8dpBAO,Coffee C,Coffee A,Coffee C
DVv81l,Coffee B,Coffee D,Coffee D
PABxBV,Coffee C,Coffee A,Coffee C
5dq7jb,Coffee B,Coffee D,Coffee D
1r2ePM,Coffee A,Coffee D,Coffee D
1r2e7b,Coffee A,Coffee D,Coffee B
ZdR71z,Coffee A,Coffee A,Coffee C
LdMrWJ,Coffee A,Coffee D,Coffee D
6dQlOJ,Coffee B,Coffee A,Coffee B
KMBEyk,Coffee A,Coffee A,Coffee A
bl4pNL,Coffee A,Coffee D,Coffee D
xdNq0r,Coffee A,Coffee D,Coffee D
eBxJYO,Coffee B,Coffee A,Coffee B
VZ162J,Coffee A,Coffee A,Coffee A
rlr4p5,Coffee A,Coffee D,Coffee D
6dQl1k,Coffee C,Coffee D,Coffee D
aBrLk9,Coffee A,Coffee A,Coffee A
jB9R0a,Coffee B,Coffee D,Coffee B
5dq786,Coffee C,Coffee D,Coffee C
zKQ92a,Coffee A,Coffee A,Coffee A
42N6zO,Coffee C,Coffee D,Coffee D
1r2erg,Coffee B,Coffee A,Coffee B
LdMrq2,Coffee A,Coffee A,Coffee A
MAd4VX,Coffee B,Coffee A,Coffee B
42N69k,Coffee C,Coffee D,Coffee D
PABxYe,Coffee A,Coffee D,Coffee D
GrBGy2,Coffee C,Coffee D,Coffee D
EPbRb4,Coffee B,Coffee A,Coffee B
ZdR7ya,Coffee A,Coffee A,Coffee A
bl4Jbo,Coffee A,Coffee D,Coffee D
lNlG96,Coffee C,Coffee D,Coffee D
ZdR7ga,Coffee C,Coffee A,Coffee C
xdNWOy,Coffee C,Coffee D,Coffee C
42N6Ro,Coffee A,Coffee A,Coffee A
zKQ9BZ,Coffee A,Coffee D,Coffee D
5dq7GE,Coffee A,Coffee D,Coffee D
g5NlDN,Coffee B,Coffee A,Coffee B
42N6Do,Coffee C,Coffee A,Coffee D
WApWXL,Coffee A,Coffee A,Coffee A
AlbgaB,Coffee A,Coffee D,Coffee D
xdNqlo,Coffee A,Coffee D,Coffee D
KMBE2z,Coffee A,Coffee D,Coffee D
5dq7xv,Coffee A,Coffee D,Coffee D
QABZZY,Coffee C,Coffee D,Coffee D
MAdx0p,Coffee C,Coffee D,Coffee D
WApWgP,Coffee A,Coffee A,Coffee A
eBxJ8J,Coffee A,Coffee D,Coffee D
42N6Ob,Coffee A,Coffee D,Coffee B
WApWkQ,Coffee B,Coffee A,Coffee B
KMBEEg,Coffee C,Coffee D,Coffee D
6dQldA,Coffee B,Coffee A,Coffee B
rlr40N,Coffee C,Coffee D,Coffee D
DVv8QN,Coffee A,Coffee A,Coffee A
WApW6L,Coffee A,Coffee A,Coffee A
g5NlBD,Coffee A,Coffee D,Coffee D
QABZOp,Coffee C,Coffee A,Coffee C
KMBEgk,Coffee A,Coffee D,Coffee D
VZ1eAl,Coffee B,Coffee D,Coffee B
YZz62W,Coffee B,Coffee A,Coffee B
OAB2Yg,Coffee C,Coffee D,Coffee D
8dpBBl,Coffee A,Coffee A,Coffee A
VZ1e6j,Coffee B,Coffee D,Coffee D
WApWWe,Coffee A,Coffee A,Coffee A
rlr4e2,Coffee B,Coffee A,Coffee B
6dQlqY,Coffee B,Coffee A,Coffee B
8dpB2A,Coffee C,Coffee A,Coffee C
NABj2p,Coffee A,Coffee D,Coffee D
oAVPaM,Coffee A,Coffee D,Coffee D
DVv89p,Coffee C,Coffee D,Coffee D
jB9RLJ,Coffee B,Coffee A,Coffee B
rlrZXl,Coffee C,Coffee D,Coffee D
XeBbpg,Coffee A,Coffee A,Coffee A
ZdR7e0,Coffee A,Coffee D,Coffee D
WApWQJ,Coffee C,Coffee D,Coffee C
XeBaWz,Coffee B,Coffee A,Coffee B
xdNqzG,Coffee C,Coffee D,Coffee C
WApWxv,Coffee B,Coffee D,Coffee D
AlbgoD,Coffee B,Coffee A,Coffee D
dY2MBK,Coffee C,Coffee D,Coffee D
aBrROv,Coffee C,Coffee D,Coffee D
jB9jDa,Coffee B,Coffee D,Coffee D
jB9RO4,Coffee B,Coffee A,Coffee B
EPbRj4,Coffee A,Coffee D,Coffee D
8dpX1O,Coffee A,Coffee A,Coffee A
OAB6l8,Coffee B,Coffee A,Coffee B
J2kPNR,Coffee A,Coffee D,Coffee C
ylqBN4,Coffee C,Coffee A,Coffee C
LdMrQp,Coffee C,Coffee A,Coffee C
42N6WX,Coffee B,Coffee A,Coffee B
RzBAWd,Coffee C,Coffee D,Coffee D
oAVq21,Coffee A,Coffee A,Coffee A
BGbyPK,Coffee A,Coffee A,Coffee A
OAB648,Coffee A,Coffee D,Coffee D
KMB9Q8,Coffee A,Coffee A,Coffee A
rlr4zR,Coffee A,Coffee D,Coffee D
5dq7WE,Coffee C,Coffee A,Coffee C
eBxV50,Coffee A,Coffee A,Coffee A
vNxlyd,Coffee C,Coffee D,Coffee D
LdMePG,Coffee A,Coffee D,Coffee D
EPbRyr,Coffee B,Coffee A,Coffee B
vNxZ70,Coffee C,Coffee A,Coffee A
9dJ8D1,Coffee A,Coffee A,Coffee A
WApLzP,Coffee A,Coffee D,Coffee D
NABaJp,Coffee B,Coffee A,Coffee B
9dJ8Np,Coffee C,Coffee D,Coffee C
AlbEzk,Coffee C,Coffee D,Coffee D
MAdWKM,Coffee C,Coffee D,Coffee C
EPb2PL,Coffee A,Coffee D,Coffee D
xdNAp9,Coffee B,Coffee D,Coffee B
5dqJKo,Coffee B,Coffee D,Coffee B
rlrejl,Coffee B,Coffee D,Coffee B
7d9yRP,Coffee A,Coffee A,Coffee A
rlre6L,Coffee C,Coffee D,Coffee C
DVvjzj,Coffee C,Coffee D,Coffee C
dY2Oqo,Coffee C,Coffee D,Coffee C
AlbE6y,Coffee B,Coffee D,Coffee D
pLPQP1,Coffee C,Coffee A,Coffee A
J2kQlJ,Coffee B,Coffee D,Coffee B
EPb20A,Coffee A,Coffee D,Coffee D
BGbrD1,Coffee C,Coffee D,Coffee C
RzBABK,Coffee B,Coffee A,Coffee B
oAVqB5,Coffee A,Coffee D,Coffee D
ylqB9p,Coffee C,Coffee A,Coffee D
xdNAQE,Coffee A,Coffee D,Coffee D
1r2LM4,Coffee A,Coffee D,Coffee D
rlredX,Coffee B,Coffee D,Coffee B
vNxlql,Coffee A,Coffee D,Coffee D
XeBplg,Coffee A,Coffee A,Coffee A
EPb2do,Coffee A,Coffee D,Coffee D
24xW0D,Coffee C,Coffee D,Coffee C
oAVqvP,Coffee A,Coffee D,Coffee D
J2kQMR,Coffee A,Coffee A,Coffee A
lNlxDk,Coffee B,Coffee A,Coffee B
ylqBx6,Coffee C,Coffee A,Coffee C
GrBZqL,Coffee C,Coffee D,Coffee C
lNlxzk,Coffee C,Coffee A,Coffee C
ZdRMve,Coffee A,Coffee D,Coffee D
jB9jga,Coffee A,Coffee D,Coffee D
aBrRzB,Coffee A,Coffee A,Coffee A
oAVq0b,Coffee B,Coffee D,Coffee B
XeBpQg,Coffee A,Coffee A,Coffee A
pLPQ48,Coffee B,Coffee A,Coffee B
8dpXyx,,,
oAVqaV,Coffee A,Coffee D,Coffee D
6dQgAY,Coffee A,Coffee A,Coffee A
xdNAoy,Coffee A,Coffee D,Coffee D
ylqBoX,Coffee A,Coffee A,Coffee A
eBxV8q,Coffee B,Coffee D,Coffee D
oAVqa1,Coffee C,Coffee A,Coffee C
24xpyV,Coffee C,Coffee A,Coffee C
0EjKGN,Coffee A,Coffee D,Coffee D
1r2LyW,Coffee C,Coffee D,Coffee D
NABavG,Coffee C,Coffee D,Coffee C
oAVq6P,Coffee C,Coffee A,Coffee C
YZz1bq,Coffee C,Coffee D,Coffee C
EPb2gX,Coffee B,Coffee A,Coffee C
PAB78B,Coffee C,Coffee D,Coffee C
8dpX8r,Coffee C,Coffee D,Coffee D
WApLda,Coffee A,Coffee D,Coffee D
0EjKy6,Coffee C,Coffee D,Coffee D
YZz1A0,Coffee B,Coffee A,Coffee A
g5NEKJ,,,
xdNA59,Coffee A,Coffee A,Coffee D
dY2Ooz,Coffee B,Coffee D,Coffee D
NABaRj,Coffee C,Coffee D,Coffee D
QABbZl,Coffee B,Coffee A,Coffee B
5dqJoM,Coffee C,Coffee A,Coffee C
rlreXp,Coffee C,Coffee A,Coffee C
8dpXYA,Coffee B,Coffee A,Coffee B
KMB9AM,Coffee C,Coffee D,Coffee C
WApLLL,Coffee C,Coffee D,Coffee C
AlbEVy,Coffee C,Coffee D,Coffee D
vNxl7g,Coffee A,Coffee A,Coffee A
GrBZNe,Coffee B,Coffee D,Coffee D
YZz18v,Coffee C,Coffee D,Coffee C
AlbkLk,,,
7d9yy6,Coffee A,Coffee A,Coffee A
ylqB1g,Coffee B,Coffee D,Coffee B
PAB7M1,Coffee A,Coffee A,Coffee A
zKQVxM,Coffee A,Coffee D,Coffee D
lNlx8p,Coffee A,Coffee A,Coffee C
5dqNjo,Coffee A,Coffee D,Coffee D
GrBMKZ,,,
jB9j11,Coffee C,Coffee D,Coffee D
5dqJYM,Coffee A,Coffee D,Coffee D
kYR2Dr,Coffee B,Coffee A,Coffee B
zKQV7a,Coffee A,Coffee A,Coffee A
8dp9Nz,Coffee A,Coffee A,Coffee A
vNxlRX,Coffee B,Coffee D,Coffee D
9dJe7p,Coffee A,Coffee D,Coffee D
VZ1Kkj,Coffee C,Coffee D,Coffee D
WAp48j,Coffee C,Coffee A,Coffee C
MAdWMA,Coffee A,Coffee D,Coffee D
xdNGXv,Coffee C,Coffee A,Coffee C
PABo6b,Coffee A,Coffee D,Coffee D
OAB6OM,Coffee A,,Coffee D
6dQqO5,,,
kYR2Ld,Coffee A,Coffee A,Coffee A
0Ej4MZ,Coffee A,Coffee A,Coffee A
BGbvpQ,Coffee C,Coffee D,Coffee D
8dp9L5,Coffee B,Coffee D,Coffee B
8dp9po,,,
EPbpKr,Coffee A,Coffee D,Coffee D
MAd0AX,Coffee A,Coffee A,Coffee C
DVvLzq,Coffee B,Coffee D,Coffee B
XeBjEd,Coffee C,Coffee D,Coffee D
OABRPK,Coffee B,Coffee D,Coffee B
qbEyL9,Coffee B,Coffee A,Coffee B
AlbkDW,Coffee A,Coffee A,Coffee A
bl4axo,Coffee B,Coffee D,Coffee B
DVvLV5,Coffee A,Coffee D,Coffee D
8dp9jk,Coffee A,Coffee A,Coffee A
24x2LA,Coffee B,Coffee A,Coffee B
GrBM1j,Coffee A,Coffee A,Coffee A
1r2L1g,Coffee C,Coffee A,Coffee C
9dJelG,Coffee B,Coffee A,Coffee B
xdNG0E,Coffee B,Coffee A,Coffee B
24x2vA,Coffee C,Coffee D,Coffee C
LdM8M2,Coffee A,Coffee A,Coffee A
MAd0Ml,Coffee A,Coffee A,Coffee A
jB9KW6,Coffee B,Coffee A,Coffee B
NABz8N,Coffee A,Coffee A,Coffee D
bl4aL2,Coffee C,Coffee A,Coffee C
J2ky8z,Coffee A,Coffee A,Coffee A
ZdRxV0,Coffee C,Coffee D,Coffee C
PABo0Q,Coffee A,Coffee A,Coffee A
g5NBYM,Coffee B,Coffee A,Coffee B
0Ej4lB,Coffee C,Coffee A,Coffee C
QABGxl,Coffee B,Coffee D,Coffee D
24x2DM,Coffee C,Coffee D,Coffee D
MAd0qA,Coffee A,Coffee D,Coffee D
ZdRxgB,Coffee A,Coffee D,Coffee D
lNlp2B,Coffee A,Coffee A,Coffee A
42NZeo,,,
RzBOa9,Coffee A,Coffee D,Coffee D
GrBMjZ,Coffee A,Coffee A,Coffee A
YZz2Ad,Coffee A,Coffee A,Coffee A
dY274o,Coffee B,Coffee A,Coffee B
PABoP1,Coffee A,Coffee A,Coffee A
GrBMEp,Coffee A,Coffee D,Coffee D
24x2qb,,,
NABz2Q,Coffee A,Coffee D,Coffee D
g5NB6d,Coffee B,Coffee A,Coffee B
aBrWJv,Coffee C,Coffee A,Coffee C
42NZA5,Coffee A,Coffee D,Coffee D
RzBOyJ,Coffee A,Coffee A,Coffee A
lNlp8B,Coffee A,Coffee A,Coffee A
EPbp2o,Coffee A,Coffee D,Coffee C
VZ1rGy,Coffee C,Coffee A,Coffee C
kYRqad,Coffee A,Coffee D,Coffee D
0Ej4X0,Coffee C,Coffee A,Coffee C
eBxbko,Coffee A,Coffee D,Coffee D
lNlQrN,,,
bl4P96,Coffee A,Coffee A,Coffee A
MAd0WY,Coffee A,Coffee D,Coffee D
9dJe8G,Coffee C,Coffee D,Coffee D
vNxkjX,Coffee C,Coffee A,Coffee C
VZ1rXg,Coffee A,Coffee A,Coffee A
zKQVV8,Coffee B,Coffee A,Coffee B
QABGgl,Coffee B,Coffee D,Coffee C
EPb9ll,Coffee C,Coffee A,Coffee C
24x26V,Coffee B,Coffee D,Coffee D
AlbZBe,Coffee A,Coffee D,Coffee B
ylqLXd,Coffee B,Coffee D,Coffee B
qbEyyd,Coffee B,Coffee A,Coffee B
KMBbM8,Coffee C,Coffee A,Coffee C
9dJVXE,Coffee A,Coffee A,Coffee A
zKQl7M,Coffee A,Coffee A,Coffee A
pLParP,Coffee B,Coffee A,Coffee B
VZ1g0g,Coffee A,Coffee D,Coffee D
GrBW9e,Coffee B,Coffee A,Coffee B
aBrWpq,Coffee B,Coffee D,Coffee D
8dpOeO,Coffee B,Coffee A,Coffee B
5dqRxZ,Coffee A,Coffee A,Coffee A
jB9Ne1,Coffee C,Coffee D,Coffee D
KMBbo8,Coffee C,Coffee A,Coffee C
DVvQKl,Coffee B,Coffee D,Coffee B
dY2rYo,Coffee B,Coffee D,Coffee D
24x2Jb,Coffee B,Coffee D,Coffee D
KMBbkK,Coffee B,Coffee D,Coffee B
ylqL9x,Coffee B,Coffee A,Coffee B
BGbNGQ,Coffee B,Coffee D,Coffee D
g5N2AO,Coffee C,Coffee A,Coffee C
eBx4zJ,Coffee A,Coffee A,Coffee A
eBx4lx,Coffee B,Coffee D,Coffee D
VZ1gxN,Coffee C,Coffee D,Coffee B
EPb9Y2,Coffee A,Coffee D,Coffee D
XeBX9e,Coffee B,Coffee D,Coffee D
oAVWQN,Coffee B,Coffee A,Coffee C
6dQoVo,Coffee A,Coffee D,Coffee D
vNxkK8,Coffee A,Coffee A,Coffee A
NABzGb,Coffee A,Coffee A,Coffee B
EPb9El,Coffee B,Coffee D,Coffee D
pLPgv1,Coffee B,Coffee A,Coffee B
24x2lM,Coffee C,Coffee A,Coffee C
OABRKR,Coffee A,Coffee D,Coffee D
24xpWb,Coffee B,Coffee D,Coffee B
lNlxeW,Coffee A,Coffee D,Coffee D
OAB6ER,Coffee C,Coffee D,Coffee C
DVvQbX,Coffee B,Coffee A,Coffee B
jB9jR9,Coffee A,Coffee D,Coffee D
KMBbAX,Coffee C,Coffee D,Coffee D
rlr7bo,Coffee B,Coffee D,Coffee D
RzBppJ,,,
J2k7jK,Coffee A,Coffee A,Coffee A
ZdR0bB,Coffee B,Coffee A,Coffee B
bl4P1Z,Coffee B,Coffee D,Coffee D
bl4Pag,Coffee C,Coffee A,Coffee C
1r28gg,Coffee A,Coffee D,Coffee D
BGbNr5,Coffee C,Coffee D,Coffee C
42NeXb,Coffee C,Coffee A,Coffee C
GrBWAZ,Coffee B,Coffee D,Coffee D
xdNKWr,Coffee A,Coffee D,Coffee D
9dJVkQ,Coffee C,Coffee A,Coffee C
OABvZY,Coffee A,Coffee D,Coffee D
42NeJo,Coffee B,Coffee D,Coffee D
ylqV46,Coffee C,Coffee D,Coffee D
pLP8oy,Coffee C,Coffee D,Coffee D
5dqW9v,Coffee C,Coffee A,Coffee C
NABG0O,,,
ylqVl8,Coffee C,Coffee A,Coffee C
0EjNE9,Coffee B,Coffee A,Coffee B
kYRMEZ,Coffee C,Coffee A,Coffee C
8dp7Zk,Coffee A,Coffee D,Coffee D
WApxEL,Coffee B,Coffee A,Coffee B
EPbyLB,Coffee A,Coffee A,Coffee A
GrB8Qo,,,
xdNOZv,Coffee C,Coffee A,Coffee C
24x02L,Coffee A,Coffee A,Coffee A
WApxeN,Coffee A,Coffee D,Coffee D
J2k5Vo,Coffee C,Coffee A,Coffee C
VZ129g,Coffee C,Coffee A,Coffee A
NABGBl,Coffee B,Coffee A,Coffee B
VZ12oJ,Coffee B,Coffee A,Coffee B
J2k5Md,Coffee C,Coffee D,Coffee C
EPbyvX,Coffee B,Coffee D,Coffee B
VZ12yl,Coffee C,Coffee D,Coffee D
oAVXgX,Coffee A,Coffee D,Coffee C
qbE0ek,Coffee C,Coffee D,Coffee D
g5NKXM,Coffee B,Coffee D,Coffee A
EPbyOl,,,
24xQRp,Coffee C,Coffee D,Coffee C
dY2BOd,,,
PABVoe,,,
xdNO19,Coffee A,Coffee A,Coffee A
zKQPLq,Coffee A,Coffee D,Coffee D
vNxoVX,Coffee B,Coffee A,Coffee B
24xQGe,Coffee C,Coffee D,Coffee D
eBxkrJ,Coffee A,Coffee A,Coffee C
rlrzbp,Coffee B,Coffee D,Coffee B
xdNOWd,Coffee A,Coffee A,Coffee A
qbE09g,Coffee A,Coffee A,Coffee A
VZ12rM,Coffee A,Coffee A,Coffee A
pLPlyV,,,
GrB8jz,Coffee C,Coffee D,Coffee C
pLPlbq,Coffee B,Coffee A,Coffee B
24xM8L,Coffee A,Coffee A,Coffee A
QABP67,Coffee B,Coffee D,Coffee D
