submission_id,age,gender,gender_specify,education_level,ethnicity_race,ethnicity_race_specify,employment_status,number_children,political_affiliation,work_from_home
7dJ0a6,35-44 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,2,Democrat,I do a mix of both
bl2RPe,45-54 years old,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
LdExxv,25-34 years old,Non-binary,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
xd0bKG,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
ZdGb5v,18-24 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
aBjpNy,35-44 years old,Female,,Master's degree,White/Caucasian,,Employed full-time,2,Democrat,I primarily work in person
7dJ7L2,25-34 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,No affiliation,I do a mix of both
ZdGb8A,25-34 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,2,Independent,I do a mix of both
WAeaYN,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,Democrat,I do a mix of both
421lqd,25-34 years old,Male,,Master's degree,Hispanic/Latino,,Employed full-time,1,Democrat,I do a mix of both
KMPrWM,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
NA42jj,35-44 years old,Non-binary,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work from home
5dlaPZ,35-44 years old,Female,,Master's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
1rbQLl,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,3,No affiliation,I primarily work from home
VZ9WWj,25-34 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work in person
J2VE7o,35-44 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
pL0prV,35-44 years old,Female,,Bachelor's degree,White/Caucasian,,Employed part-time,3,No affiliation,I primarily work in person
8dJ4kr,25-34 years old,,,,,,,,,
8dJbO5,45-54 years old,Female,,Master's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work from home
BGLWAQ,18-24 years old,,,,,,,,,
MArpbE,45-54 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
EPB7JB,35-44 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
bl2QVo,18-24 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,Republican,I do a mix of both
1rbogO,35-44 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
ZdGrXv,25-34 years old,Male,,Master's degree,Asian/Pacific Islander,,Employed full-time,,No affiliation,I do a mix of both
5dlP0b,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work from home
yl0574,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
7dJYrL,25-34 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
pL0p0B,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work from home
NA41kO,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work in person
RzZ9Md,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
EPBVEB,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
LdE2P1,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,Independent,I primarily work in person
1rbav4,35-44 years old,Female,,Master's degree,White/Caucasian,,Employed full-time,1,Independent,I primarily work in person
YZoAkW,45-54 years old,,,,,,,,,
zK06rZ,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent,I do a mix of both
qbYlJg,35-44 years old,Female,,Master's degree,White/Caucasian,,Unemployed,,Democrat,I primarily work from home
24b6lD,25-34 years old,Female,,Bachelor's degree,White/Caucasian,,Unemployed,2,Democrat,I primarily work from home
YZolB0,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work from home
WAe71v,25-34 years old,Male,,Bachelor's degree,Other (please specify),"Mixed, Korean/Italian",Employed full-time,1,Democrat,I primarily work in person
5dlAod,35-44 years old,Male,,Master's degree,Other (please specify),Mixed,Employed full-time,,Democrat,I primarily work from home
J2V4BR,35-44 years old,Female,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,Democrat,I primarily work in person
6d1Bx5,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work from home
aBjMgv,18-24 years old,Male,,Master's degree,Asian/Pacific Islander,,Employed full-time,,Democrat,I do a mix of both
LdE2B1,35-44 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
GroPMQ,25-34 years old,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
8dJlOk,35-44 years old,Female,,Some college or associate's degree,Asian/Pacific Islander,,Homemaker,,Democrat,I primarily work from home
421be5,25-34 years old,,,,,,,,,
yl0aKd,45-54 years old,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
NA4Zep,45-54 years old,,,,,,,,,
LdE2AJ,35-44 years old,Male,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,2,,I primarily work from home
ZdG7oB,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,Independent,I primarily work in person
OAj2QY,35-44 years old,Female,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
QAxZKY,55-64 years old,Female,,Master's degree,White/Caucasian,,Retired,More than 3,Republican,I primarily work from home
VZ9eEj,25-34 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
QAxZoX,25-34 years old,Male,,Some college or associate's degree,White/Caucasian,,Student,,Independent,I primarily work from home
24bWa9,18-24 years old,Male,,Bachelor's degree,Other (please specify),American,Unemployed,,No affiliation,I primarily work in person
RzZNGK,>65 years old,Male,,Doctorate or professional degree,White/Caucasian,,Retired,2,Democrat,
kY0o0j,25-34 years old,Male,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,Democrat,I primarily work from home
EPBO42,25-34 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
LdErgl,35-44 years old,Female,,Doctorate or professional degree,White/Caucasian,,Employed full-time,2,Democrat,I primarily work from home
NA4j2B,55-64 years old,,,,,,,,,
dYZM4K,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work from home
4216Gr,35-44 years old,Female,,Master's degree,White/Caucasian,,Employed full-time,,,I primarily work from home
OAj2P8,25-34 years old,Female,,Master's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
g5Ql6l,35-44 years old,Female,,Bachelor's degree,White/Caucasian,,Unemployed,,Democrat,I primarily work from home
1rbQAL,55-64 years old,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,3,No affiliation,I do a mix of both
PA2xLe,25-34 years old,Male,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,Independent,I do a mix of both
zK09P8,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,,I primarily work in person
MArW1E,45-54 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work from home
J2VQK7,25-34 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,No affiliation,I do a mix of both
KMPEj7,35-44 years old,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
421MJ5,45-54 years old,,,,,,,,,
zK09M0,25-34 years old,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work from home
kY0oQe,35-44 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work from home
J2VQqz,25-34 years old,Male,,,,,,,,I do a mix of both
OAj6lM,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,Democrat,I primarily work from home
YZo1QW,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,Democrat,I primarily work from home
MArWYp,25-34 years old,,,,,,,,,
ZdGM2V,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
pL0QyP,25-34 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
ZdGMlo,18-24 years old,Female,,Bachelor's degree,White/Caucasian,,Homemaker,1,Democrat,I primarily work from home
g5QEA4,35-44 years old,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,2,Democrat,I primarily work from home
kY02eZ,25-34 years old,Male,,Doctorate or professional degree,White/Caucasian,,Student,,Democrat,I primarily work in person
bl2oOL,25-34 years old,Female,,Master's degree,Other (please specify),Middle-eastern,Employed full-time,,Independent,I primarily work in person
xd0APy,35-44 years old,Female,,Master's degree,Other (please specify),,Employed full-time,1,Democrat,I do a mix of both
EPB28o,35-44 years old,Female,,Master's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
24bpOV,35-44 years old,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
EPB2bN,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,Democrat,I primarily work in person
LdEeGp,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work from home
MArWLM,25-34 years old,Female,,Master's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
yl0QNX,18-24 years old,Male,,Bachelor's degree,White/Caucasian,,Employed part-time,,Democrat,I primarily work in person
GroOb2,18-24 years old,,,,,,,,,
rl0ek5,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,Independent,I primarily work from home
bl2oKe,45-54 years old,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,2,Democrat,I do a mix of both
NA4a8G,18-24 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work from home
7dJy1L,25-34 years old,Female,,Master's degree,Asian/Pacific Islander,,Employed full-time,,No affiliation,I primarily work from home
oA0qlV,35-44 years old,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
xd05Ad,25-34 years old,Non-binary,,Some college or associate's degree,White/Caucasian,,Employed full-time,,No affiliation,I do a mix of both
pL0EGV,35-44 years old,Male,,Bachelor's degree,Other (please specify),1/2 White & 1/2 Hispanic,Employed full-time,,Democrat,I do a mix of both
PA27Bb,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,,,,I primarily work from home
RzZNVQ,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation,I do a mix of both
9d6k64,25-34 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,1,Independent,I primarily work from home
QAxbe1,35-44 years old,,,,,,,,,
xd0qov,25-34 years old,Non-binary,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
24bDag,35-44 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed part-time,,Democrat,I do a mix of both
aBjRaE,25-34 years old,Male,,Doctorate or professional degree,Asian/Pacific Islander,,Employed full-time,,Democrat,I primarily work in person
rl0eqL,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work from home
PA27P0,25-34 years old,Male,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,Democrat,I primarily work from home
xd0ABE,35-44 years old,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,2,Democrat,I primarily work from home
8dJXEo,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,3,No affiliation,I do a mix of both
ZdGML5,25-34 years old,Female,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,Democrat,I do a mix of both
5dlJgQ,18-24 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work in person
LdEejy,18-24 years old,Male,,Bachelor's degree,Black/African American,,Employed full-time,,,I do a mix of both
EPB2YA,25-34 years old,Male,,Some college or associate's degree,Hispanic/Latino,,Employed part-time,,Democrat,I do a mix of both
6d1gzN,25-34 years old,Female,,Some college or associate's degree,White/Caucasian,,Employed full-time,,No affiliation,I do a mix of both
KMP9bA,35-44 years old,Male,,Bachelor's degree,Hispanic/Latino,,Employed full-time,2,Democrat,I do a mix of both
J2VQ54,18-24 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,,I primarily work from home
lN0x46,35-44 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,No affiliation,I do a mix of both
5dlJ7E,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
BGLrPN,35-44 years old,Female,,Some college or associate's degree,White/Caucasian,,Employed full-time,2,Democrat,I primarily work from home
8dJ9NA,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
8dJ9Kr,35-44 years old,,,,,,,,,
vN0Re8,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,,I do a mix of both
421ZLr,35-44 years old,,,,,,,,,
YZo1L5,35-44 years old,Male,,Bachelor's degree,Black/African American,,Employed full-time,2,Independent,I primarily work in person
LdE80y,35-44 years old,,,,,,,,,
qbYyOg,45-54 years old,,,,,,,,,
zK0VKg,35-44 years old,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,2,Democrat,I do a mix of both
rl0XVo,25-34 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work from home
PA2o5x,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation,I do a mix of both
qbYyb5,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
5dlNZb,35-44 years old,Female,,Bachelor's degree,Hispanic/Latino,,,2,,I primarily work from home
eBNbAx,35-44 years old,Male,,Doctorate or professional degree,Asian/Pacific Islander,,Employed full-time,,No affiliation,I do a mix of both
OAjR0a,25-34 years old,Female,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
kY0LOR,35-44 years old,,,,,,,,,
KMPXLX,45-54 years old,Male,,Bachelor's degree,Hispanic/Latino,,Employed full-time,2,Democrat,I do a mix of both
kY0LAr,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
jB0KLJ,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work in person
Al6kbz,45-54 years old,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,1,Democrat,I primarily work in person
WAe4Mv,35-44 years old,Female,,Master's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
9d6eEV,35-44 years old,Male,,High school graduate,White/Caucasian,,Employed full-time,3,Republican,I primarily work in person
MAr0VX,45-54 years old,,,,,,,,,
6d1qWP,25-34 years old,Male,,High school graduate,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
BGLvAQ,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
eBNbyq,25-34 years old,,,,,,,,,
YZo2x5,25-34 years old,Male,,Master's degree,Other (please specify),Indian,Employed full-time,,Democrat,I do a mix of both
ZdGxvo,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work in person
aBjWKB,25-34 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,2,Independent,I do a mix of both
24b2lj,25-34 years old,Female,,Bachelor's degree,White/Caucasian,,Employed part-time,,Democrat,I primarily work in person
zK0Vo8,25-34 years old,,,,,,,,,
8dJ9RO,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,Democrat,I primarily work in person
WAe4BP,25-34 years old,,,,,,,,,
MAr0PY,35-44 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,1,Independent,I primarily work from home
lN0pzW,25-34 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,1,No affiliation,I primarily work in person
NA4zdQ,25-34 years old,Male,,Master's degree,Black/African American,,Employed full-time,,,I primarily work from home
GroMYZ,45-54 years old,Female,,Bachelor's degree,Black/African American,,Employed full-time,,Democrat,I primarily work from home
jB0KJx,18-24 years old,Male,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,Independent,I do a mix of both
EPBpMN,45-54 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,Democrat,I primarily work from home
24b2Vp,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work from home
1rbjEg,45-54 years old,Male,,Doctorate or professional degree,White/Caucasian,,Student,,Democrat,I primarily work in person
g5QB6J,35-44 years old,,,,,,,,,
6d1q4e,25-34 years old,Non-binary,,Master's degree,White/Caucasian,,Student,,Democrat,I primarily work from home
9d6eg4,25-34 years old,,,,,,,,,
jB0Kq9,55-64 years old,Female,,Bachelor's degree,White/Caucasian,,Homemaker,2,,I primarily work from home
DVXL6E,55-64 years old,,,,,,,,,
dYZ7yV,,,,,,,,,,
zK0VO1,35-44 years old,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
g5QBpN,25-34 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work in person
9d6ey1,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
RzZOqv,35-44 years old,,,,,,,,,
vN0R6X,25-34 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Republican,I primarily work from home
oA0JJb,35-44 years old,,,,,,,,,
EPBpo2,25-34 years old,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
bl2aG2,25-34 years old,Male,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,No affiliation,I do a mix of both
QAxGkp,35-44 years old,Male,,,,,,,,I do a mix of both
VZ9rRg,25-34 years old,,,,,,,,,
ZdGxB5,55-64 years old,Male,,Doctorate or professional degree,Asian/Pacific Islander,,Retired,,Independent,I primarily work from home
xd0G5k,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,3,Independent,I do a mix of both
J2Vy5K,25-34 years old,,,,,,,,,
J2VyvX,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
7dJQ9R,35-44 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work in person
0EbXQy,25-34 years old,,,,,,,,,
7dJQOz,25-34 years old,Male,,Less than high school,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
8dJ9Xl,18-24 years old,Male,,Bachelor's degree,White/Caucasian,,Employed part-time,,No affiliation,I primarily work from home
rl0XKo,25-34 years old,Male,,Master's degree,White/Caucasian,,Employed part-time,,Democrat,I primarily work in person
WAe4vv,55-64 years old,,,,,,,,,
OAjRqk,18-24 years old,Female,,High school graduate,White/Caucasian,,Unemployed,,No affiliation,I primarily work from home
g5QBoJ,18-24 years old,Male,,Some college or associate's degree,White/Caucasian,,Student,,Republican,I primarily work in person
zK0lMq,25-34 years old,,,,,,,,,
RzZO7j,18-24 years old,Male,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,Independent,I do a mix of both
NA4kXG,55-64 years old,,,,,,,,,
8dJ9vP,25-34 years old,Female,,Bachelor's degree,White/Caucasian,,Homemaker,,Republican,I primarily work in person
GroW6p,18-24 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed part-time,,No affiliation,I primarily work in person
YZo2Av,25-34 years old,Male,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,No affiliation,I primarily work from home
1rbjQ4,18-24 years old,Male,,Some college or associate's degree,White/Caucasian,,Student,,Democrat,I do a mix of both
421Z6r,45-54 years old,Male,,Bachelor's degree,Other (please specify),South Asian,Employed full-time,,,I do a mix of both
PA2oG5,25-34 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
OAjv1R,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
lN0Q65,25-34 years old,Male,,Doctorate or professional degree,Hispanic/Latino,,Employed full-time,,Democrat,I primarily work in person
DVXQzb,25-34 years old,Male,,Master's degree,White/Caucasian,,Homemaker,2,Democrat,I primarily work from home
DVXLgN,35-44 years old,Male,,Bachelor's degree,,,,,,I primarily work from home
Al6kVz,35-44 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,2,No affiliation,I primarily work in person
EPB9LA,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,Democrat,I primarily work from home
rl07A5,18-24 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed part-time,,No affiliation,I primarily work in person
5dlRvv,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,3,Democrat,I do a mix of both
5dlRb6,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,No affiliation,I primarily work from home
aBjWWX,25-34 years old,Male,,Master's degree,Hispanic/Latino,,Employed full-time,1,Independent,I primarily work in person
RzZp4P,25-34 years old,Female,,Bachelor's degree,,,Unemployed,,Democrat,I do a mix of both
PA2KBx,25-34 years old,Non-binary,,Master's degree,White/Caucasian,,Employed part-time,,Democrat,I primarily work from home
DVXQyq,45-54 years old,,,,,,,,,
xd0KBy,25-34 years old,,,,,,,,,
rl07PM,25-34 years old,Non-binary,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
rl07dX,25-34 years old,Female,,Bachelor's degree,White/Caucasian,,Student,,Independent,I primarily work in person
5dlRpZ,25-34 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work in person
5dlReZ,45-54 years old,Male,,Some college or associate's degree,Hispanic/Latino,,Employed part-time,,No affiliation,I primarily work from home
xd0G4r,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
9d6VR5,25-34 years old,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work in person
eBN46E,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work from home
pL0a41,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
rl07vR,35-44 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,2,Democrat,I primarily work from home
PA2K5d,35-44 years old,Female,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,Democrat,I do a mix of both
LdElkp,45-54 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,Democrat,I primarily work in person
xd0KYG,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
zK0lA1,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
VZ9gJa,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work in person
pL0a6b,25-34 years old,Male,,High school graduate,White/Caucasian,,Employed full-time,,Independent,I primarily work from home
DVXQWR,45-54 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work in person
LdEljG,18-24 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work from home
xd0KbG,25-34 years old,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
DVXQrl,25-34 years old,,,,,,,,,
vN0ojg,35-44 years old,,,,,,,,,
9d6Vk4,35-44 years old,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
pL0apZ,35-44 years old,Male,,Doctorate or professional degree,Hispanic/Latino,,Employed full-time,1,Independent,I primarily work in person
rl077p,<18 years old,Male,,Less than high school,Black/African American,,Student,,No affiliation,I primarily work in person
WAeyxR,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
BGLM4e,45-54 years old,,,,,,,,,
GroWMQ,25-34 years old,Female,,Bachelor's degree,Asian/Pacific Islander,,Unemployed,,No affiliation,I primarily work from home
aBjVYE,45-54 years old,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,2,Independent,I do a mix of both
KMPbbz,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work in person
dYZr5V,45-54 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,3,Independent,I do a mix of both
421e7X,25-34 years old,,,,,,,,,
yl0L7g,25-34 years old,Male,,Master's degree,Asian/Pacific Islander,,Employed full-time,,,I do a mix of both
1rbq9p,25-34 years old,,,,,,,,,
eBNkMk,18-24 years old,Male,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,Democrat,I primarily work from home
YZo82z,35-44 years old,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,2,No affiliation,I primarily work in person
YZoN0J,25-34 years old,Male,,Less than high school,Asian/Pacific Islander,,Employed full-time,,No affiliation,I primarily work in person
0EbX29,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work in person
24bQXD,25-34 years old,Non-binary,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
bl2bV6,25-34 years old,Male,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,Democrat,I primarily work in person
7dJ62P,45-54 years old,Female,,Master's degree,White/Caucasian,,Employed full-time,3,Republican,I primarily work in person
RzZE4J,18-24 years old,,,,,,,,,
DVXgkZ,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,3,Democrat,I primarily work from home
PA2VO5,45-54 years old,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,1,Independent,I do a mix of both
24bQeL,25-34 years old,Male,,,Black/African American,,,,,I primarily work from home
YZo8eB,25-34 years old,Female,,Bachelor's degree,Hispanic/Latino,,Homemaker,,No affiliation,I primarily work from home
6d1adB,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
J2V52d,<18 years old,Female,,Less than high school,Black/African American,,Student,,No affiliation,I primarily work in person
XeRXyj,25-34 years old,Male,,High school graduate,Native American/Alaska Native,,Employed full-time,,Democrat,I primarily work in person
421eNB,45-54 years old,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,3,Democrat,I primarily work from home
VZ92Pg,45-54 years old,Female,,Some college or associate's degree,White/Caucasian,,Homemaker,More than 3,No affiliation,I primarily work from home
yl0Vvp,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
J2V5bo,25-34 years old,,,,,,,,,
QAxPXX,18-24 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
dYZBzr,25-34 years old,Male,,,Asian/Pacific Islander,,,,,I do a mix of both
aBj7lZ,18-24 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
dYZBeq,18-24 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work from home
PA2VP1,35-44 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,2,No affiliation,I primarily work from home
qbY0XG,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
7dJ6OZ,35-44 years old,Female,,Doctorate or professional degree,Asian/Pacific Islander,,Employed full-time,,No affiliation,I primarily work in person
