submission_id,monthly_coffee_spend,most_paid_for_coffee,most_willing_to_pay,cafe_coffee_good_value,equipment_spend,equipment_good_value,monthly_spend_band_order,estimated_monthly_spend
lN0pzW,$20-$40,$4-$6,$2-$4,Yes,$100-$300,Yes,2,30.0
NA4zdQ,$20-$40,$4-$6,$4-$6,Yes,$500-$1000,Yes,2,30.0
GroMYZ,$20-$40,$8-$10,$6-$8,Yes,$50-$100,No,2,30.0
jB0KJx,$40-$60,$15-$20,More than $20,Yes,"More than $1,000",Yes,3,50.0
EPBpMN,$20-$40,$4-$6,$4-$6,No,"More than $1,000",Yes,2,30.0
24b2Vp,>$100,$10-$15,$6-$8,No,"More than $1,000",Yes,6,110.0
1rbjEg,$40-$60,$8-$10,$10-$15,No,$100-$300,Yes,3,50.0
g5QB6J,,,,,,,,
6d1q4e,$20-$40,$8-$10,More than $20,Yes,"More than $1,000",Yes,2,30.0
9d6eg4,,,,,,,,
jB0Kq9,<$20,,,Yes,Less than $20,Yes,1,10.0
DVXL6E,,,,,,,,
dYZ7yV,,,,,,,,
zK0VO1,$40-$60,$8-$10,$8-$10,No,"More than $1,000",Yes,3,50.0
g5QBpN,$40-$60,$8-$10,$10-$15,Yes,"More than $1,000",Yes,3,50.0
9d6ey1,$80-$100,$6-$8,$6-$8,Yes,$500-$1000,Yes,5,90.0
RzZOqv,,,,,,,,
vN0R6X,$40-$60,$10-$15,More than $20,Yes,$300-$500,Yes,3,50.0
oA0JJb,,,,,,,,
EPBpo2,$40-$60,$6-$8,$6-$8,Yes,$300-$500,Yes,3,50.0
bl2aG2,$40-$60,$8-$10,$8-$10,No,"More than $1,000",Yes,3,50.0
QAxGkp,$20-$40,$10-$15,$15-$20,No,$100-$300,Yes,2,30.0
VZ9rRg,,,,,,,,
ZdGxB5,$40-$60,$8-$10,$6-$8,No,"More than $1,000",Yes,3,50.0
xd0G5k,$20-$40,$8-$10,$2-$4,No,$300-$500,Yes,2,30.0
J2Vy5K,,,,,,,,
J2VyvX,$40-$60,$6-$8,More than $20,No,"More than $1,000",No,3,50.0
7dJQ9R,$60-$80,$8-$10,$8-$10,No,"More than $1,000",Yes,4,70.0
0EbXQy,,,,,,,,
7dJQOz,$40-$60,$6-$8,$10-$15,Yes,$300-$500,Yes,3,50.0
8dJ9Xl,$40-$60,$10-$15,More than $20,Yes,$500-$1000,Yes,3,50.0
rl0XKo,$20-$40,$8-$10,$8-$10,No,$500-$1000,Yes,2,30.0
WAe4vv,,,,,,,,
OAjRqk,<$20,$4-$6,$4-$6,No,$50-$100,Yes,1,10.0
g5QBoJ,>$100,$8-$10,More than $20,Yes,$100-$300,Yes,6,110.0
zK0lMq,,,,,,,,
RzZO7j,$40-$60,$10-$15,$15-$20,Yes,$300-$500,Yes,3,50.0
NA4kXG,,,,,,,,
8dJ9vP,$40-$60,$10-$15,More than $20,No,$300-$500,Yes,3,50.0
GroW6p,$40-$60,$8-$10,More than $20,Yes,$20-$50,Yes,3,50.0
YZo2Av,$20-$40,$10-$15,$10-$15,No,$500-$1000,Yes,2,30.0
1rbjQ4,$20-$40,$6-$8,$6-$8,Yes,$300-$500,No,2,30.0
421Z6r,<$20,$4-$6,$8-$10,Yes,$50-$100,Yes,1,10.0
PA2oG5,$40-$60,$6-$8,$8-$10,Yes,$500-$1000,Yes,3,50.0
OAjv1R,$20-$40,$6-$8,$6-$8,No,$100-$300,Yes,2,30.0
lN0Q65,$20-$40,$6-$8,$6-$8,Yes,$100-$300,Yes,2,30.0
DVXQzb,$60-$80,More than $20,More than $20,No,"More than $1,000",Yes,4,70.0
DVXLgN,>$100,$6-$8,$6-$8,Yes,"More than $1,000",Yes,6,110.0
Al6kVz,$60-$80,$10-$15,More than $20,No,$500-$1000,Yes,4,70.0
EPB9LA,$20-$40,$10-$15,More than $20,Yes,$50-$100,Yes,2,30.0
rl07A5,$20-$40,$6-$8,$6-$8,No,$50-$100,Yes,2,30.0
5dlRvv,$80-$100,$10-$15,$10-$15,No,$500-$1000,Yes,5,90.0
5dlRb6,$40-$60,$8-$10,$10-$15,No,$500-$1000,Yes,3,50.0
aBjWWX,$60-$80,$10-$15,More than $20,Yes,$300-$500,Yes,4,70.0
RzZp4P,$20-$40,$8-$10,$10-$15,No,"More than $1,000",No,2,30.0
PA2KBx,$20-$40,$6-$8,$10-$15,Yes,$20-$50,Yes,2,30.0
DVXQyq,,,,,,,,
xd0KBy,,,,,,,,
rl07PM,$60-$80,More than $20,More than $20,Yes,$500-$1000,Yes,4,70.0
rl07dX,$40-$60,$6-$8,$6-$8,No,$20-$50,Yes,3,50.0
5dlRpZ,$60-$80,$6-$8,$8-$10,Yes,"More than $1,000",Yes,4,70.0
5dlReZ,$80-$100,$4-$6,$8-$10,Yes,$20-$50,Yes,5,90.0
xd0G4r,$20-$40,$6-$8,$8-$10,Yes,$100-$300,Yes,2,30.0
9d6VR5,<$20,$6-$8,More than $20,No,Less than $20,No,1,10.0
eBN46E,$20-$40,$6-$8,$15-$20,Yes,$100-$300,Yes,2,30.0
pL0a41,$20-$40,$6-$8,$8-$10,Yes,"More than $1,000",Yes,2,30.0
rl07vR,$20-$40,$8-$10,$10-$15,Yes,$100-$300,Yes,2,30.0
PA2K5d,$60-$80,$10-$15,$10-$15,Yes,$500-$1000,Yes,4,70.0
LdElkp,$40-$60,$10-$15,More than $20,Yes,$100-$300,Yes,3,50.0
xd0KYG,$40-$60,$10-$15,$10-$15,Yes,$500-$1000,Yes,3,50.0
zK0lA1,$40-$60,$6-$8,$8-$10,Yes,$50-$100,Yes,3,50.0
VZ9gJa,$60-$80,$15-$20,More than $20,Yes,$300-$500,Yes,4,70.0
pL0a6b,$40-$60,$8-$10,$4-$6,No,$300-$500,Yes,3,50.0
DVXQWR,$40-$60,$8-$10,$8-$10,Yes,$300-$500,Yes,3,50.0
LdEljG,$40-$60,$6-$8,$8-$10,No,$100-$300,Yes,3,50.0
xd0KbG,$20-$40,$6-$8,$8-$10,No,$50-$100,Yes,2,30.0
DVXQrl,,,,,,,,
vN0ojg,,,,,,,,
9d6Vk4,$20-$40,$8-$10,$8-$10,No,$50-$100,Yes,2,30.0
pL0apZ,$40-$60,$10-$15,More than $20,No,$500-$1000,Yes,3,50.0
rl077p,<$20,$6-$8,$6-$8,Yes,Less than $20,Yes,1,10.0
WAeyxR,$40-$60,$8-$10,$8-$10,No,"More than $1,000",Yes,3,50.0
BGLM4e,,,,,,,,
GroWMQ,$20-$40,$8-$10,$2-$4,Yes,$500-$1000,Yes,2,30.0
aBjVYE,$20-$40,$4-$6,$6-$8,No,"More than $1,000",Yes,2,30.0
KMPbbz,$20-$40,$8-$10,More than $20,Yes,$300-$500,Yes,2,30.0
dYZr5V,$60-$80,$10-$15,$10-$15,Yes,$300-$500,Yes,4,70.0
421e7X,,,,,,,,
yl0L7g,$80-$100,$8-$10,$10-$15,No,$100-$300,Yes,5,90.0
1rbq9p,,,,,,,,
eBNkMk,$20-$40,$6-$8,$4-$6,No,$100-$300,Yes,2,30.0
YZo82z,$60-$80,$8-$10,$6-$8,Yes,Less than $20,Yes,4,70.0
YZoN0J,<$20,$8-$10,More than $20,Yes,$500-$1000,Yes,1,10.0
0EbX29,$20-$40,$8-$10,$8-$10,No,$100-$300,Yes,2,30.0
24bQXD,$40-$60,$8-$10,$8-$10,Yes,$100-$300,Yes,3,50.0
bl2bV6,$80-$100,$10-$15,$10-$15,Yes,$20-$50,Yes,5,90.0
7dJ62P,$40-$60,$6-$8,$8-$10,Yes,$100-$300,Yes,3,50.0
RzZE4J,,,,,,,,
DVXgkZ,$40-$60,$4-$6,$4-$6,Yes,$50-$100,Yes,3,50.0
PA2VO5,$40-$60,$8-$10,$10-$15,No,$500-$1000,Yes,3,50.0
24bQeL,<$20,$8-$10,$8-$10,No,$500-$1000,Yes,1,10.0
YZo8eB,$40-$60,$8-$10,$6-$8,Yes,$100-$300,Yes,3,50.0
6d1adB,$40-$60,$8-$10,$8-$10,No,"More than $1,000",Yes,3,50.0
J2V52d,<$20,$6-$8,$6-$8,Yes,$20-$50,Yes,1,10.0
XeRXyj,$60-$80,$8-$10,$6-$8,Yes,$500-$1000,No,4,70.0
421eNB,$20-$40,$6-$8,$4-$6,Yes,$20-$50,Yes,2,30.0
VZ92Pg,$60-$80,$8-$10,$6-$8,No,$300-$500,Yes,4,70.0
yl0Vvp,$20-$40,$4-$6,$8-$10,No,$500-$1000,Yes,2,30.0
J2V5bo,,,,,,,,
QAxPXX,<$20,$4-$6,More than $20,Yes,$50-$100,Yes,1,10.0
dYZBzr,<$20,$6-$8,,,,,1,10.0
aBj7lZ,$20-$40,$6-$8,More than $20,No,$500-$1000,Yes,2,30.0
dYZBeq,$40-$60,$4-$6,$6-$8,No,$500-$1000,Yes,3,50.0
PA2VP1,>$100,$8-$10,More than $20,No,"More than $1,000",Yes,6,110.0
qbY0XG,$40-$60,$8-$10,$10-$15,No,$500-$1000,Yes,3,50.0
7dJ6OZ,<$20,$6-$8,$6-$8,No,Less than $20,Yes,1,10.0
rl0zbN,$80-$100,More than $20,More than $20,No,$500-$1000,Yes,5,90.0
jB01jR,,$10-$15,More than $20,Yes,$500-$1000,Yes,,
8dJ7Bx,$20-$40,$4-$6,$4-$6,No,$100-$300,Yes,2,30.0
bl2bP2,$40-$60,More than $20,More than $20,Yes,"More than $1,000",Yes,3,50.0
zK0PpE,,,,,,,,
YZoL0N,,,,,,,,
xd0erk,,,,,,,,
WAev9L,$40-$60,$4-$6,$6-$8,Yes,"More than $1,000",Yes,3,50.0
OAjWlM,$80-$100,More than $20,More than $20,No,"More than $1,000",Yes,5,90.0
yl0W28,,,,,,,,
421gB5,$20-$40,$10-$15,$10-$15,No,"More than $1,000",Yes,2,30.0
XeRKeY,,,,,,,,
6d1XeN,,,,,,,,
NA4epN,$20-$40,$6-$8,$8-$10,Yes,$300-$500,Yes,2,30.0
jB0OZ1,$80-$100,$8-$10,$4-$6,No,"More than $1,000",Yes,5,90.0
RzZ70j,$20-$40,$8-$10,$8-$10,No,"More than $1,000",Yes,2,30.0
dYZ5bD,$40-$60,$10-$15,$6-$8,No,$20-$50,Yes,3,50.0
LdERNp,$20-$40,$4-$6,$8-$10,No,$300-$500,Yes,2,30.0
aBj8rq,,,,,,,,
vN0QGX,$80-$100,$10-$15,$10-$15,Yes,"More than $1,000",Yes,5,90.0
PA2VKd,$40-$60,$10-$15,$15-$20,No,$500-$1000,Yes,3,50.0
421g1O,,,,,,,,
VZ9k9a,$40-$60,$8-$10,$10-$15,Yes,$500-$1000,Yes,3,50.0
6d1XRP,>$100,$6-$8,$15-$20,No,"More than $1,000",Yes,6,110.0
ZdGpev,$40-$60,$10-$15,$10-$15,Yes,$300-$500,Yes,3,50.0
g5QRJ1,$60-$80,$8-$10,$8-$10,Yes,$500-$1000,Yes,4,70.0
0EbpD0,$80-$100,$15-$20,More than $20,No,"More than $1,000",Yes,5,90.0
421ga5,<$20,$4-$6,$4-$6,Yes,$50-$100,Yes,1,10.0
0EbpkQ,>$100,$10-$15,$15-$20,Yes,$500-$1000,Yes,6,110.0
EPB4JX,$40-$60,$8-$10,$10-$15,Yes,,,3,50.0
KMPqxg,$20-$40,$2-$4,$10-$15,No,$100-$300,Yes,2,30.0
VZ92pM,>$100,More than $20,More than $20,Yes,"More than $1,000",Yes,6,110.0
QAx6zA,$40-$60,$10-$15,More than $20,Yes,"More than $1,000",Yes,3,50.0
ZdGpJo,$20-$40,$10-$15,More than $20,Yes,$500-$1000,Yes,2,30.0
24bMRg,$20-$40,$6-$8,$10-$15,Yes,"More than $1,000",Yes,2,30.0
EPB4Pr,$60-$80,$6-$8,$6-$8,No,$500-$1000,Yes,4,70.0
yl0Wkd,$20-$40,$10-$15,More than $20,Yes,$300-$500,Yes,2,30.0
dYZ5VV,$40-$60,$10-$15,More than $20,No,$500-$1000,Yes,3,50.0
7dJ852,$40-$60,$15-$20,$15-$20,Yes,$50-$100,Yes,3,50.0
VZ9ky6,$80-$100,$4-$6,$6-$8,No,"More than $1,000",Yes,5,90.0
zK0a8M,,,,,,,,
0EbpWj,$60-$80,$10-$15,More than $20,Yes,"More than $1,000",Yes,4,70.0
yl0W8X,$40-$60,$6-$8,$6-$8,No,$300-$500,No,3,50.0
PA2aJe,$60-$80,$15-$20,$6-$8,Yes,$500-$1000,Yes,4,70.0
5dly0Z,<$20,$4-$6,$6-$8,Yes,Less than $20,Yes,1,10.0
VZ9kRv,<$20,$4-$6,$2-$4,No,Less than $20,Yes,1,10.0
ZdGpqy,$60-$80,$4-$6,$4-$6,No,$300-$500,Yes,4,70.0
rl0zKv,$20-$40,$6-$8,$6-$8,No,$20-$50,Yes,2,30.0
24bM69,$20-$40,$8-$10,$4-$6,No,$100-$300,Yes,2,30.0
24bMXM,$40-$60,$4-$6,$8-$10,Yes,$500-$1000,Yes,3,50.0
ZdGpAe,,,,,,,,
24bMBM,$20-$40,$4-$6,$4-$6,No,$20-$50,Yes,2,30.0
24bMKD,<$20,$6-$8,$4-$6,No,Less than $20,Yes,1,10.0
eBNdrx,>$100,$8-$10,More than $20,Yes,$50-$100,Yes,6,110.0
5dlyld,$40-$60,$10-$15,$8-$10,Yes,$300-$500,Yes,3,50.0
6d1XAe,,,,,,,,
rl0XqM,$60-$80,$6-$8,$8-$10,No,$300-$500,Yes,4,70.0
Al6V2y,$20-$40,$4-$6,$4-$6,Yes,$100-$300,Yes,2,30.0
0EbpQP,$80-$100,$8-$10,More than $20,Yes,"More than $1,000",Yes,5,90.0
ZdG06a,$40-$60,$6-$8,$15-$20,Yes,"More than $1,000",Yes,3,50.0
EPB2aL,$20-$40,$8-$10,More than $20,Yes,$50-$100,Yes,2,30.0
bl2BVe,$20-$40,$6-$8,$8-$10,Yes,$50-$100,Yes,2,30.0
XeRVlO,<$20,$15-$20,More than $20,No,$500-$1000,No,1,10.0
OAjpDK,$20-$40,,,,,,2,30.0
KMP7lD,,,,,,,,
RzZXGp,$20-$40,$6-$8,$8-$10,No,$100-$300,Yes,2,30.0
dYZLxV,$60-$80,$10-$15,$15-$20,Yes,$300-$500,Yes,4,70.0
NA4KXN,$40-$60,$6-$8,$10-$15,Yes,$100-$300,Yes,3,50.0
5dl6vZ,,,,,,,,
kY0DK1,,,,,,,,
LdEAbJ,$40-$60,$8-$10,$10-$15,No,"More than $1,000",Yes,3,50.0
jB0dQ1,$60-$80,$8-$10,More than $20,Yes,"More than $1,000",Yes,4,70.0
24bqre,,$6-$8,$4-$6,Yes,$500-$1000,Yes,,
LdEAEv,$60-$80,$4-$6,$8-$10,No,$100-$300,Yes,4,70.0
jB0d5a,,,,,,,,
EPBjLB,$40-$60,$8-$10,$15-$20,Yes,$50-$100,Yes,3,50.0
xd0kZv,$80-$100,$10-$15,$10-$15,Yes,$50-$100,Yes,5,90.0
421WvY,$20-$40,$8-$10,$15-$20,Yes,$300-$500,Yes,2,30.0
J2VaJR,$40-$60,$6-$8,$8-$10,Yes,"More than $1,000",Yes,3,50.0
xd0kly,$20-$40,$8-$10,$8-$10,Yes,$50-$100,Yes,2,30.0
aBjb9E,$40-$60,More than $20,More than $20,Yes,"More than $1,000",Yes,3,50.0
24bqRp,>$100,$10-$15,More than $20,Yes,"More than $1,000",Yes,6,110.0
RzZXbd,$20-$40,$6-$8,$6-$8,No,$500-$1000,No,2,30.0
dYZLJV,$40-$60,$6-$8,$6-$8,No,$300-$500,Yes,3,50.0
ZdG4ya,<$20,$6-$8,$4-$6,No,$50-$100,Yes,1,10.0
RzZX9K,$40-$60,$8-$10,$8-$10,No,$50-$100,Yes,3,50.0
24bqlL,<$20,$4-$6,$4-$6,No,$50-$100,Yes,1,10.0
BGLOW1,$20-$40,$6-$8,$8-$10,Yes,$20-$50,Yes,2,30.0
421W6r,$20-$40,$6-$8,$8-$10,No,$100-$300,Yes,2,30.0
OA81Q7,,,,,,,,
kY0D2o,$20-$40,$15-$20,More than $20,Yes,"More than $1,000",Yes,2,30.0
qbYx9g,$20-$40,$8-$10,$8-$10,Yes,$50-$100,Yes,2,30.0
WAl9Oj,,,,,,,,
XeOlxj,$20-$40,$10-$15,More than $20,Yes,"More than $1,000",Yes,2,30.0
pL0jMZ,$20-$40,$8-$10,More than $20,Yes,$300-$500,Yes,2,30.0
Rz8KDl,$20-$40,$6-$8,$8-$10,,,,2,30.0
AlWPBB,$20-$40,$6-$8,$6-$8,No,$500-$1000,Yes,2,30.0
blNVVL,$40-$60,$8-$10,$15-$20,Yes,$300-$500,Yes,3,50.0
xd9xaJ,$20-$40,$8-$10,$8-$10,Yes,"More than $1,000",Yes,2,30.0
5dEKdb,$20-$40,$8-$10,$6-$8,Yes,$300-$500,Yes,2,30.0
MA8KaY,$40-$60,$15-$20,More than $20,Yes,"More than $1,000",Yes,3,50.0
WAeGGN,$40-$60,More than $20,More than $20,Yes,$300-$500,Yes,3,50.0
9d2GlK,$20-$40,$8-$10,$10-$15,Yes,$100-$300,Yes,2,30.0
24O8PA,$40-$60,$15-$20,More than $20,Yes,$500-$1000,Yes,3,50.0
zKWXbR,,,,,,,,
jBGDW1,$20-$40,More than $20,$2-$4,Yes,$500-$1000,Yes,2,30.0
VZoE4y,$20-$40,$4-$6,$8-$10,Yes,"More than $1,000",Yes,2,30.0
XeRVRg,<$20,$6-$8,$8-$10,Yes,$50-$100,Yes,1,10.0
yleZ08,$20-$40,$8-$10,$10-$15,Yes,$20-$50,Yes,2,30.0
VZoEby,$60-$80,$15-$20,$15-$20,Yes,$300-$500,Yes,4,70.0
g5WjNP,<$20,$6-$8,$8-$10,No,$300-$500,Yes,1,10.0
Rz8KZK,$20-$40,$6-$8,$6-$8,Yes,$50-$100,Yes,2,30.0
Ld51Vj,$40-$60,$10-$15,$10-$15,Yes,$50-$100,Yes,3,50.0
QA82OG,$20-$40,$15-$20,$15-$20,Yes,$300-$500,Yes,2,30.0
vNqjz0,$20-$40,$4-$6,$4-$6,Yes,"More than $1,000",Yes,2,30.0
vNqj6d,,,,,,,,
J28KbJ,$20-$40,$10-$15,$6-$8,No,$300-$500,Yes,2,30.0
kYOaKo,$80-$100,$6-$8,$6-$8,Yes,$300-$500,Yes,5,90.0
blNVJE,$40-$60,$8-$10,$8-$10,Yes,$100-$300,Yes,3,50.0
1rGP7O,$40-$60,$8-$10,More than $20,Yes,$500-$1000,Yes,3,50.0
OA81vM,$40-$60,$15-$20,$15-$20,Yes,"More than $1,000",Yes,3,50.0
OA81RM,$40-$60,$8-$10,$8-$10,No,$300-$500,Yes,3,50.0
YZVD76,$40-$60,$8-$10,$10-$15,No,"More than $1,000",Yes,3,50.0
OA81MA,$40-$60,$8-$10,$8-$10,No,"More than $1,000",Yes,3,50.0
PA8jVx,$20-$40,$6-$8,$6-$8,No,$50-$100,Yes,2,30.0
zKWXB8,,,,,,,,
MA8K0E,<$20,$8-$10,$8-$10,Yes,$500-$1000,Yes,1,10.0
qbjZNG,$40-$60,$10-$15,$10-$15,Yes,$300-$500,Yes,3,50.0
42PXe5,$40-$60,$6-$8,$6-$8,Yes,"More than $1,000",Yes,3,50.0
8djo9k,$40-$60,$6-$8,$6-$8,Yes,$50-$100,Yes,3,50.0
xd9x9d,$20-$40,$6-$8,$8-$10,Yes,$20-$50,Yes,2,30.0
zKWXVZ,$20-$40,$10-$15,$6-$8,No,$100-$300,Yes,2,30.0
6dr82B,$40-$60,,,,,,3,50.0
OA8Dag,<$20,$6-$8,$8-$10,Yes,$300-$500,Yes,1,10.0
5dEBbE,<$20,$8-$10,$10-$15,No,"More than $1,000",Yes,1,10.0
QA8KBk,,,,,,,,
oAlbEx,,,,,,,,
42PXVo,<$20,$8-$10,$8-$10,No,$500-$1000,Yes,1,10.0
eB9qre,$40-$60,$10-$15,$15-$20,Yes,"More than $1,000",Yes,3,50.0
eB9qxo,,,,,,,,
dYQWYA,$60-$80,$6-$8,$10-$15,No,$300-$500,Yes,4,70.0
g5WD9l,>$100,$15-$20,More than $20,No,"More than $1,000",Yes,6,110.0
Ld51Zj,$40-$60,$15-$20,$8-$10,No,$500-$1000,Yes,3,50.0
NA8pBb,,,,,,,,
42P41o,$20-$40,$6-$8,$8-$10,Yes,$100-$300,Yes,2,30.0
AlW7Qe,,,,,,,,
OA8DVY,,,,,,,,
PA8dEQ,$80-$100,$8-$10,$10-$15,Yes,$300-$500,Yes,5,90.0
VZoLb6,<$20,$6-$8,$8-$10,Yes,Less than $20,No,1,10.0
aBZQA2,$40-$60,$10-$15,$10-$15,Yes,$300-$500,Yes,3,50.0
OA8Dka,<$20,$4-$6,$6-$8,No,$20-$50,Yes,1,10.0
g5WDkJ,<$20,$6-$8,$6-$8,No,$50-$100,Yes,1,10.0
oAlb5N,$40-$60,$6-$8,$10-$15,No,$500-$1000,Yes,3,50.0
8dj16r,$40-$60,$8-$10,$8-$10,No,"More than $1,000",Yes,3,50.0
QA8KkY,$40-$60,$6-$8,$6-$8,No,$100-$300,Yes,3,50.0
rl2jYo,<$20,$8-$10,More than $20,No,Less than $20,Yes,1,10.0
EP8kYr,$20-$40,$4-$6,$4-$6,Yes,$100-$300,Yes,2,30.0
ylePpg,$20-$40,$4-$6,$8-$10,Yes,$50-$100,Yes,2,30.0
GrYx7e,<$20,$6-$8,$4-$6,Yes,,,1,10.0
8dj1jk,$20-$40,$4-$6,$4-$6,Yes,$100-$300,No,2,30.0
6dr8pN,$40-$60,$8-$10,$8-$10,No,"More than $1,000",Yes,3,50.0
PA8dLV,$40-$60,$10-$15,$10-$15,Yes,$500-$1000,Yes,3,50.0
DV04PZ,<$20,$6-$8,$8-$10,Yes,Less than $20,Yes,1,10.0
9d2qaV,<$20,$4-$6,$4-$6,No,Less than $20,Yes,1,10.0
PA8jy5,$20-$40,$4-$6,$4-$6,Yes,$50-$100,Yes,2,30.0
XeOxkY,$40-$60,$15-$20,More than $20,Yes,$500-$1000,Yes,3,50.0
AlW7kW,$60-$80,$10-$15,$10-$15,No,$300-$500,Yes,4,70.0
g5WDB1,$40-$60,$8-$10,$8-$10,Yes,$300-$500,Yes,3,50.0
VZoLrE,$80-$100,$6-$8,$6-$8,No,$100-$300,Yes,5,90.0
QA8Kgl,$40-$60,$4-$6,$4-$6,Yes,$50-$100,Yes,3,50.0
YZVjaW,$40-$60,$6-$8,$15-$20,Yes,$500-$1000,Yes,3,50.0
24OEMb,<$20,$6-$8,$6-$8,Yes,$100-$300,Yes,1,10.0
Rz8GXv,<$20,$6-$8,$6-$8,Yes,$20-$50,Yes,1,10.0
vNqjL4,$20-$40,$6-$8,$8-$10,No,Less than $20,No,2,30.0
zKWxaE,$40-$60,$4-$6,$4-$6,No,"More than $1,000",Yes,3,50.0
aBZQ8y,<$20,$2-$4,$2-$4,Yes,Less than $20,Yes,1,10.0
NA8q7O,$80-$100,$8-$10,$10-$15,Yes,$500-$1000,Yes,5,90.0
eB955Q,$20-$40,$4-$6,$8-$10,No,$20-$50,Yes,2,30.0
dYQb6K,$40-$60,$8-$10,$10-$15,No,"More than $1,000",Yes,3,50.0
aBZNLW,$80-$100,$8-$10,$8-$10,No,$300-$500,No,5,90.0
jBGe9E,$80-$100,$8-$10,$10-$15,Yes,$500-$1000,Yes,5,90.0
rl2y5l,$20-$40,$8-$10,$15-$20,No,$300-$500,Yes,2,30.0
KM8plV,$20-$40,$8-$10,$8-$10,Yes,$100-$300,Yes,2,30.0
ZdP9R0,<$20,$2-$4,$2-$4,No,Less than $20,Yes,1,10.0
rl2DLl,$20-$40,$6-$8,$6-$8,Yes,"More than $1,000",Yes,2,30.0
aBZOZ9,$20-$40,More than $20,More than $20,Yes,$50-$100,Yes,2,30.0
pL4eJZ,$60-$80,$4-$6,$4-$6,No,"More than $1,000",Yes,4,70.0
42Pazo,<$20,$8-$10,$8-$10,No,"More than $1,000",Yes,1,10.0
9d2N4K,$40-$60,$6-$8,$8-$10,Yes,"More than $1,000",Yes,3,50.0
XeO52V,$40-$60,$10-$15,$15-$20,Yes,$500-$1000,Yes,3,50.0
EP8qA2,$60-$80,$10-$15,$8-$10,Yes,$500-$1000,Yes,4,70.0
EP8zro,<$20,$10-$15,More than $20,No,"More than $1,000",Yes,1,10.0
AlWPgo,$20-$40,$6-$8,$6-$8,No,$50-$100,Yes,2,30.0
AlWrjN,>$100,$6-$8,$6-$8,Yes,$300-$500,Yes,6,110.0
aBZOvy,$20-$40,$8-$10,$10-$15,Yes,"More than $1,000",Yes,2,30.0
xd9xzr,$20-$40,$10-$15,$10-$15,No,$50-$100,Yes,2,30.0
VZopvE,$20-$40,$10-$15,$8-$10,No,$500-$1000,Yes,2,30.0
eB9ZWo,<$20,$4-$6,Less than $2,No,Less than $20,Yes,1,10.0
24Ojye,$20-$40,$6-$8,$6-$8,Yes,"More than $1,000",Yes,2,30.0
8djNDz,$20-$40,$10-$15,$10-$15,Yes,$100-$300,Yes,2,30.0
eB95oJ,$20-$40,$8-$10,$6-$8,Yes,Less than $20,Yes,2,30.0
J281Po,,,,,,,,
Rz8Wyj,$40-$60,$6-$8,$6-$8,Yes,$100-$300,Yes,3,50.0
PA8RQB,$60-$80,$8-$10,$10-$15,Yes,$300-$500,Yes,4,70.0
blN5jL,$20-$40,More than $20,More than $20,No,$300-$500,Yes,2,30.0
5dEXJ6,$20-$40,$6-$8,$8-$10,Yes,$50-$100,Yes,2,30.0
xd9x8J,$20-$40,$4-$6,$6-$8,No,$50-$100,Yes,2,30.0
vNqX5D,$80-$100,$6-$8,$6-$8,Yes,$100-$300,Yes,5,90.0
XeO56Y,$40-$60,$10-$15,$6-$8,No,"More than $1,000",Yes,3,50.0
xd9Vbv,<$20,$8-$10,$8-$10,Yes,Less than $20,Yes,1,10.0
pL4eYB,$20-$40,$8-$10,$10-$15,Yes,$300-$500,Yes,2,30.0
NA8qGQ,$60-$80,$6-$8,$6-$8,No,"More than $1,000",Yes,4,70.0
0EoV9y,<$20,$6-$8,$15-$20,Yes,Less than $20,Yes,1,10.0
J281Nd,<$20,,,,,,1,10.0
DV0q8R,<$20,$2-$4,$4-$6,No,$50-$100,Yes,1,10.0
QA8oy1,$40-$60,$10-$15,$15-$20,Yes,$300-$500,Yes,3,50.0
6drDoB,$20-$40,$6-$8,$6-$8,Yes,$300-$500,Yes,2,30.0
VZopRa,$40-$60,$8-$10,$4-$6,No,$500-$1000,Yes,3,50.0
aBZ95W,$20-$40,$6-$8,$8-$10,Yes,Less than $20,Yes,2,30.0
9d2GA1,$40-$60,$8-$10,$6-$8,No,$500-$1000,Yes,3,50.0
GrY6x2,$20-$40,$10-$15,More than $20,Yes,$100-$300,Yes,2,30.0
g5WaaK,$20-$40,$8-$10,$10-$15,No,$100-$300,Yes,2,30.0
BG8EjA,$40-$60,$10-$15,More than $20,Yes,$300-$500,Yes,3,50.0
aBZ9GX,$20-$40,$10-$15,More than $20,No,"More than $1,000",Yes,2,30.0
aBZOMB,$40-$60,$8-$10,$4-$6,Yes,$100-$300,Yes,3,50.0
AlWzdy,,,,,,,,
jBGZ74,$20-$40,$6-$8,$8-$10,Yes,$300-$500,Yes,2,30.0
rl2Djp,$60-$80,$6-$8,$8-$10,No,$300-$500,Yes,4,70.0
zKWjyE,$40-$60,$10-$15,$15-$20,Yes,$300-$500,Yes,3,50.0
9d2BvV,$80-$100,$4-$6,More than $20,Yes,"More than $1,000",Yes,5,90.0
KM8za7,,,,,,,,
GrY6re,$20-$40,$4-$6,$4-$6,No,$500-$1000,Yes,2,30.0
OA8aLg,>$100,$10-$15,More than $20,Yes,"More than $1,000",Yes,6,110.0
NA8rA0,<$20,$6-$8,$8-$10,No,Less than $20,Yes,1,10.0
5dEbDb,$40-$60,$8-$10,$8-$10,No,$500-$1000,Yes,3,50.0
